doc_id,sentence_id,sentence_text,sentence_text_translated
422,422_7,"Pengobatan yang diberikan kepada penderita batu ginjal sangat didasarkan kepada besarnya batu ginjal, lokasi dan keluhan yang dialami. ","Treatment given to patients with kidney stones is highly based on the amount of kidney stones, location and complaints experienced."
422,422_8,"Jika batu yang ada tidak menyumbat saluran kencing dan masih memungkinkan diberikan obat serta perbaikan pola hidup dengan mengkonsumsi air mineral dalam jumlah yang banyak, maka mungkin akan diberikan pengobatan biasa saja. ","If the existing stones do not clog the urinary tract and are still possible to be given drugs and improve lifestyle by consuming large amounts of mineral water, then it might be given ordinary treatment."
422,422_9,Namun jika batu yang terjadi cukup besar dan menyumbat saluran kencing maka dapat dilakukan tindakan - tindakan yang lebih tinggi yaitu: Ureterorenoskopi yaitu dengan memasukkan kamera ke dalam saluran kencing untuk melihat letak batu di dalam ginjal serta menghancurkan batu ginja tersebut Bedah terbuka. ,"But if the stone that occurs is large enough and clogs the urinary tract, a higher action can be taken, namely: ureterorenoscopy, namely by inserting a camera into the urinary tract to see the location of the stone in the kidneys and destroy the ginja stones open surgery."
422,422_10,Tindakan ini dilakukan dengan melakukan pembedahan terbuka di dekat ginjal sehingga dokter dapat langsung mengambil batu yang terbentuk di dalam ginjal ESWL dengan menggunakan gelombang  energi untuk memecahkan batu ginjal sehingga batu akan pecah menjadi ukuran yang lebih kecil dan dapat keluar melalui urin PNCL yaitu dengan melakukan sayatan kecil dekat batu ginjal dan kemudian menghancurkan batu ginjal sekalian mengambil bekas serpihan batu ginjal yang sudah dihancurkan. ,This action is carried out by performing open surgery near the kidneys so that the doctor can immediately take the stone formed in the ESWL kidney by using energy waves to break the kidney stones soNear the kidney stones and then destroy the kidney stones as well as taking the crushed kidney stones.
422,422_11,"Untuk itu, sebaiknya Anda melakukan konsultasi dengan dokter spesialis urologi agar dapat diberikan terapi yang tepat. ","For this reason, you should consult with a urology specialist so that it can be given appropriate therapy."
422,422_12,"Selain itu sebaiknya Anda tetap melakukan pola hidup yang baik yaitu dengan mengkonsumsi air mineral minimal 2,5 liter dlaam 1 hari, hindari menahan hasrat buang air kecil, hindari mengkonsumsi makanan yang mengandung kalsium dan asam urat yang tinggi serta menghindari mengkonsumsi minuman beralkohol, kopi dan teh. ","In addition, you should continue to do a good lifestyle, namely by consuming mineral water of at least 2.5 liters in 1 day, avoiding withstanding the desires of urinating, avoiding consuming foods that contain high calcium and gout and avoid consuming alcoholic drinks, coffee and coffeetea."
422,422_13,"Anda dapat membaca artikel di bawah ini: Batu ginjal, Batu ginjal pada wanita.","You can read the article below: kidney stones, kidney stones in women."
423,423_0,Halo Nadhyah. ,Hello Nadhyah.
423,423_1,"Penyebab sakit pinggang bisa bermacam - macam, misalnya infeksi saluran kencing (termasuk ginjal), batu ginjal, gangguan / infeksi saluran pencernaan (terutama usus), maupun gangguan pada organ reproduksi (rahim / indung telur). ","Causes of back pain can vary, such as urinary tract infections (including kidney), kidney stones, disorders / digestive tract infections (especially intestinal), as well as disorders of the reproductive organs (uterus / ovaries)."
423,423_2,"Biasanya sakit pinggang ini masing - masing disertai dengan adanya gejala - gejala lain, misalnya :   Pada gangguan saluran kencing tentunya disertai dengan keluhan saat berkemih (sakit / anyang - anyangan / tambah sering). ","Usually this back pain is accompanied by other symptoms, for example: in urinary tract disorders, of course accompanied by complaints when urinating (pain / anyang - Anyangan / add frequently)."
423,423_3,"Pada gangguan saluran pencernaan akan disertai gejala seperti mual, muntah ataupun diare. ","In the digestive tract disorder will be accompanied by symptoms such as nausea, vomiting or diarrhea."
423,423_4,"Pada gangguan saluran reproduksi biasanya disertai keluhan haid, dan lain – lain. ","In reproductive tract disorders are usually accompanied by menstrual complaints, and others."
423,423_5,"Pada batu ginjal, biasanya disertai gejala mual, muntah serta gangguan kencing. ","In kidney stones, usually accompanied by symptoms of nausea, vomiting and urinary disorders."
423,423_6,"Untuk mengetahui dengan pasti, maka saya sarankan untuk berkonsultasi ke dokter supaya dapat dilakukan pemeriksaan lebih lanjut. ","To find out for certain, I suggest to consult a doctor so that further examination can be done."
423,423_7,"Setelah memeriksa, biasanya seorang doker dapat meminta pemeriksaan tambahan seperti pemeriksaan lab darah, kencing, USG, maupun rontgent. ","After checking, usually a doctor can request additional examinations such as blood lab, urine, ultrasound, or x -rays."
423,423_8,Dari sinilah kita dapat mengetahui penyebab pastinya serta dapat mengobati sesuai dengan yang Nadhyah butuhkan. ,From here we can find out the exact cause and can treat according to what Nadhyah needs.
423,423_9,Berikut adalah laman yang NAdhyah dapat baca tentang sakit pinggang SAKIT PINGGANG. ,The following is a page that Nadhyah can read about back pain.
423,423_10,Semoga jawaban saya bermanfaat. ,I hope my answer is useful.
423,423_11,Salam.,Regards.
424,424_0,Hai. ,Hi.
424,424_1,Sakit pinggang sebelah kiri dapat diakibatkan oleh beberapa kondisi medis berikut ini:   Cedera otot / tulang. ,Left back pain can be caused by some of the following medical conditions: muscle / bone injuries.
424,424_2,Posisi tubuh / postur yang salah. ,Incorrect body / posture position.
424,424_3,Skiatika (iritasi dan penekanan pada saraf skiatik). ,Skiatics (irritation and emphasis on sciatik nerves).
424,424_4,Penyempitan tulang belakang (sehingga saraf tulang belakang tertekan). ,Narrowing of the spine (so that the spinal nerve is depressed).
424,424_5,Infeksi saluran kemih / ISK. ,Urinary tract infection / UTI.
424,424_6,Infeksi ginjal. ,Kidney infection.
424,424_7,Batu ginjal. ,Kidney stones.
424,424_8,Radang panggul. ,Pelvic inflammation.
424,424_9,Kista ovarium. ,Ovarian cyst.
424,424_10,Kehamilan ektopik   dan sebagainya. ,Ectopic pregnancy and so on.
424,424_11,Berbahaya atau tidaknya kondisi yang Anda alami akan sangat tergantung pada penyebabnya. ,Dangerous whether or not the condition you experience will be very dependent on the cause.
424,424_12,"Untuk memastikan penyebabnya diperlukan pemeriksaan lebih lanjut, baik melalui pemeriksaan fisik maupun tes penunjang yang diperlukan seperti tes urine, X-Ray, USG, CT Scan dan sebagainya. ","To ascertain the cause, further examination is needed, both through physical examination and necessary supporting tests such as urine, X-ray, ultrasound, CT scan and so on."
424,424_13,Jika keluhan terus berulang sebaiknya Anda berkonsultasi dengan dokter agar penyebabnya dapat ditelusuri dan ditangani secara tepat sesuai dengan kondisi yang mendasarinya. ,If complaints continue to repeat you should consult a doctor so that the cause can be traced and handled properly according to the underlying conditions.
424,424_14,Berikut ini anjuran yang dapat dilakukan:   Beristirahat cukup dan tidur yang cukup. ,Following are the suggestions that can be done: enough rest and sufficient sleep.
424,424_15,"Batasi aktivitas fisik atau gerakan tubuh yang dapat membebani pinggang (seperti membungkuk, mengangkat beban berat dan sebagainya). ","Limit physical activity or body movements that can burden the waist (such as bending, lifting heavy loads and so on)."
424,424_16,"Pertahankan posisi / postur tubuh yang benar saat duduk, berbaring maupun berdiri. ","Maintain the correct position / posture when sitting, lying down or standing."
424,424_17,Minum cukup air putih 2-3 liter sehari. ,Drink enough water 2-3 liters a day.
424,424_18,Jangan menahan keinginan untuk berkemih. ,Don't resist the desire to urinate.
424,424_19,Jika nyeri terasa mengganggu dapat mengonsumsi paracetamol atau ibuprofen untuk meredakannya. ,If the pain feels annoying can consume paracetamol or ibuprofen to relieve it.
424,424_20,Baca laman artikel berikut ini: Penyebab sakit pinggang sebelah kiri. ,Read the following article page: Causes of left back pain.
424,424_21,Demikian semoga bermanfaat.,So hopefully useful.
425,425_0,Hai Evo. ,Hi Evo.
425,425_1,Batu ginjal merupakan suatu kondisi terbentuknya material keras menyerupai batu di dalam ginjal. ,Kidney stones are a condition of the formation of hard material resembling stones in the kidneys.
425,425_2,Gejala batu ginjal baru dirasakan bila batu berukuran besar atau material batu melalui saluran kemih. ,Symptoms of new kidney stones are felt when large stones or stone material through the urinary tract.
425,425_3,"Adapun gejala yang dapat timbul pada batu ginjal antara lain: nyeri perut bagian bawah, pinggang, punggung, hingga selangkangan nyeri saat buang air kecil. ","The symptoms that can arise in kidney stones include: lower abdominal pain, waist, back, to the groin pain when urinating."
425,425_4,"Warna Urin menjadi keruh, kadang dapat bercampur darah sering buang air kecil buang air kecil sedikit – sedikit. ","The color of the urine becomes turbid, sometimes it can be mixed with blood often urinating a little - a little."
425,425_5,Keluhan nyeri saat buang air kecil yang Anda alami dapat saja berkaitan dengan batu ginjal yang terjadi. ,Complaints of pain when urinating that you experience can be related to kidney stones that occur.
425,425_6,"Sekalipun batu berukuran kecil, namun bila batu melewati saluran kemih maka kondisi ini dapat menyebabkan iritasi dan regangan pada saluran kemih sehingga menimbulkan rasa nyeri. ","Even though the stone is small, but if the stone passes through the urinary tract, this condition can cause irritation and strain in the urinary tract causing pain."
425,425_7,"Namun demikian, batu ginjal juga dapat memicu terjadinya infeksi pada saluran kemih. ","However, kidney stones can also trigger infections in the urinary tract."
425,425_8,"Adanya batu dapat menyebabkan aliran Urin menjadi terhambat, terlebih bila pasien terbiasa untuk menahan keinginan untuk berkemih. ","The presence of stones can cause the flow of urine to be inhibited, especially if the patient is accustomed to holding the desire to urinate."
425,425_9,Akibatnya Urin mengendap lebih lama pada saluran kemih dan kandung kemih. ,"As a result, the urine settles longer in the urinary tract and bladder."
425,425_10,"Kondisi ini dapat memicu bakteri berkembang biak, sehingga menyebabkan terjadinya infeksi. ","This condition can trigger bacteria to multiply, causing infection."
425,425_11,Adapun  infeksi saluran kemih  juga dapat menimbulkan gejala berupa nyeri saat buang air kecil. ,The urinary tract infection can also cause symptoms in the form of pain when urinating.
425,425_12,"Untuk mengurangi timbulnya keluhan berikut ini anjuran yang dapat Anda lakukan: Perbanyak konsumsi air putih 2-3 liter sehari agar saluran kemih terbilas secara rutin, sehingga bakteri tidak sempat berkembang biak. ","To reduce the following complaints the following recommendations you can do: multiply the consumption of 2-3 liters of water a day so that the urinary tract is rinsed regularly, so that bacteria do not have time to multiply."
425,425_13,Hindari kebiasaan menahan keinginan untuk buang air kecil. ,Avoid the habit of holding back the desire to urinate.
425,425_14,Buang air kecil secara teratur. ,Urinate regularly.
425,425_15,Biasakan untuk buang air kecil sebelum dan sesudah berhubungan intim. ,Make it a habit to urinate before and after having sex.
425,425_16,Namun apabila keluhan terus berlanjut maka sebaiknya Anda kembali menemui dokter yang merawat Anda agar penyebabnya dapat ditelusuri lebih lanjut dan ditangani secara tepat. ,But if the complaint continues then you should return to see the doctor who treats you so that the cause can be traced further and handled appropriately.
425,425_17,"Artikel berikut ini memuat informasi yang terkait: Batu ginjal, Penyebab nyeri saat buang air kecil. ","The following article contains related information: kidney stones, causes of pain when urinating."
425,425_18,Demikian semoga bermanfaat.,So hopefully useful.
426,426_0,Hai Ibnu. ,Hi Ibnu.
426,426_1,Nyeri saat buang air kecil dapat disebabkan oleh:   Infeksi saluran kemih (ISK). ,Pain when urinating can be caused by: urinary tract infections (UTI).
426,426_2,Gejalanya antara lain:   Nyeri saat buang air kecil (BAK). ,Symptoms include: pain when urinating (tub).
426,426_3,Anyang - anyangan atau seperti tidak tuntas setelah BAK. ,Anyang - Anyangan or like incomplete after tub.
426,426_4,BAK lebih sering atau terkadang sulit ditahan. ,Bak more often or sometimes difficult to hold.
426,426_5,"Iritasi pada ujung saluran kemih misal akibat sabun, tisu, pembalut, dan sebagainya. ","Irritation at the tip of the urinary tract such as soap, tissue, pads, and so on."
426,426_6,"Cedera pada ujung saluran kemih misal akibat hubungan intim, terjatuh, dan sebagainya. ","Injury to the tip of the urinary tract, for example due to intimate relationships, falls, and so on."
426,426_7,Batu saluran kemih . ,Urinary tract stones.
426,426_8,"Untuk mencari penyebabnya diperlukan pemeriksaan langsung oleh dokter dengan mengetahui informasi lengkap mengenai gejala Anda, pemeriksaan fisik, serta pemeriksaan penunjang bila diperlukang seperti pemeriksaan urin, USG, dan sebagainya. ","To find the causes, a direct examination is needed by the doctor by knowing complete information about your symptoms, physical examination, and supporting examinations when beaten such as urine examination, ultrasound, and so on."
426,426_9,Berikut informasinya: Nyeri buang air kecil?,The following information: urination pain?
426,426_10,", Waspadai anyang - anyangan. ",", Beware of Anyang - Anyangan."
426,426_11,Semoga membantu ya. ,Hope it helps.
426,426_12,Terima kasih.,Thank you.
427,427_0,Halo Salsa Billa. ,Hello Salsa Billa.
427,427_1,Nyeri perut banyak sekali penyebabnya. ,Abdominal pain many causes.
427,427_2,"Pada perut bagian kanan wanita, banyak organ yang terdapat di dalamnya, diantaranya adalah hati, usus, usus buntu, ovarium (indung telur), saluran telur, ginjal, ureter, pembuluh darah, persarafan, otot bahkan kulit. ","In the right abdomen of women, many organs are contained in it, including the liver, intestine, appendicitis, ovaries (ovaries), fallopian tubes, kidney, ureter, blood vessels, nervousness, muscles and even skin."
427,427_3,Semua organ tersebut bisa saja menimbulkan nyeri jika terdapat gangguan. ,All of these organs can cause pain if there is a disturbance.
427,427_4,"Karena itu, jika ada keluhan nyeri perut, perlu dikaji lebih lanjut, dari tanya jawab medis, pemeriksaan fisik dan pemeriksaan penunjang misalnya USG, rontgen, pemeriksaan darah dan lain sebagainya. ","Therefore, if there are complaints of abdominal pain, it needs to be further studied, from medical questions and answers, physical examination and supporting examinations such as ultrasound, x -rays, blood tests and so forth."
427,427_5,Berikut ini sebagian kemungkinan penyakit yang dapat menyebabkan  nyeri perut kanan :  Peradangan usus buntu. ,The following are some possible diseases that can cause right abdominal pain: inflammation of the appendix.
427,427_6,Hepatitis. ,Hepatitis.
427,427_7,Peradangan empedu / batu empedu. ,Bile inflammation / gallstone.
427,427_8,Kista ovarium. ,Ovarian cyst.
427,427_9,Salpingitis (peradangan pada indung telur dan saluran telur). ,Salpingitis (inflammation of the ovaries and fallopian tubes).
427,427_10,Batu ginjal atau infeksi ginjal. ,Kidney stones or kidney infections.
427,427_11,Batu ureter. ,Ureter stone.
427,427_12,Gastroenteritis atau peradangan saluran cerna. ,Gastroenteritis or inflammation of the gastrointestinal tract.
427,427_13,Colitis (peradangan usus besar). ,Colitis (inflammation of the large intestine).
427,427_14,Endometriosis. ,Endometriosis.
427,427_15,Tumor pada rongga perut. ,Tumors in the abdominal cavity.
427,427_16,Gangguan psikis. ,Psychic disorders.
427,427_17,"Masih banyak penyebab lainnya, tidak bisa disebutkan satu persatu. ","There are many other causes, it cannot be mentioned one by one."
427,427_18,"Mengingat nyeri yang Anda alami sudah berlangsung lama, sebaiknya segera memeriksakan diri ke dokter. ","Considering the pain you experience has been going on for a long time, you should immediately see a doctor."
427,427_19,"Dokter akan melakuan tanya jawab, pemeriksaan fisik da jika perlu akan melakukan pemeriksaan penunjang seperti USG, rontgen, pemeriksaan darah, CT scan, dan pemeriksaan lain. ","The doctor will do a question and answer, physical examination and if necessary will do a supporting examination such as ultrasound, x -rays, blood tests, CT scans, and other examinations."
427,427_20,"Setelah itu, dokter akan menentukan penanganan yang sesuai untuk Anda.","After that, the doctor will determine the appropriate treatment for you."
428,428_0,Hai. ,Hi.
428,428_1,"Keluhan nyeri pada pinggang dapat diakibatkan oleh berbagai kemungkinan penyebab berikut ini:   Postur tubuh yang salah saat duduk, berdiri atau berbaring. ","Complaints of pain in the waist can be caused by various possible causes of the following: wrong posture when sitting, standing or lying down."
428,428_2,Cedera otot / tulang. ,Muscle / bone injury.
428,428_3,Skiatika (iritasi dan penekanan pada saraf skiatik). ,Skiatics (irritation and emphasis on sciatik nerves).
428,428_4,Penyempitan tulang belakang. ,Narrowing of the spine.
428,428_5,"Gangguan ginjal (infeksi ginjal,  batu ginjal). ","Kidney disorders (kidney infections, kidney stones)."
428,428_6,"Kelainan pada sistem pencernaan (sindrom iritasi usus, gangguan usus besar. ","Abnormalities in the digestive system (intestinal irritation syndrome, colon disorders."
428,428_7,"Gangguan sistem reproduksi ( penyakit radang panggul,  kista ovarium,  endometriosis)   dan sebagainya. ","Disorders of the reproductive system (pelvic inflammatory disease, ovarian cyst, endometriosis) and so on."
428,428_8,Untuk memastikan penyebabnya tentunya diperlukan pemeriksaan lebih lanjut. ,"To ascertain the cause, of course, further examination is needed."
428,428_9,"Sebaiknya Anda berkonsultasi dengan dokter agar dapat dilakukan pemeriksaan fisik dan tes penunjang yang diperlukan seperti tes urine, USG, X-Ray dan sebagainya. ","You should consult a doctor so that physical examinations and supporting tests are needed such as urine, ultrasound, X-ray tests and so on."
428,428_10,Dengan demikian penyebabnya dapat diidentifikasi dan ditangani secara tepat. ,Thus the cause can be identified and handled appropriately.
428,428_11,Berikut ini anjuran bagi Anda:   Beristirahat yang cukup dan tidur yang cukup. ,The following is a suggestion for you: adequate rest and sufficient sleep.
428,428_12,"Batasi gerakan tubuh yang membebani pinggang (seperti membungkuk, mengangkat beban berat, dan sebagainya). ","Limit body movements that burden the waist (such as bending, lifting heavy weights, etc.)."
428,428_13,"Pertahankan posisi dan postur tubuh yang benar saat duduk, berbaring maupun berdiri. ","Maintain the correct position and posture when sitting, lying down or standing."
428,428_14,Hindari mengurut / memijat bagian pinggang yang sakit. ,Avoid sorting / massaging the painful waist.
428,428_15,Jika nyeri terasa mengganggu dapat mengonsumsi ibuprofen atau paracetamol untuk meredakannya. ,If the pain feels annoying can consume ibuprofen or paracetamol to relieve it.
428,428_16,Minum cukup air putih 2-3 liter sehari. ,Drink enough water 2-3 liters a day.
428,428_17,Jangan menahan keinginan untuk berkemih. ,Don't resist the desire to urinate.
428,428_18,Buang air kecil secara teratur. ,Urinate regularly.
428,428_19,Baca laman artikel berikut ini: Penyebab sakit pinggang. ,Read the following article page: Causes of Lumbago.
428,428_20,Demikian semoga bermanfaat.,So hopefully useful.
429,429_0,Halo Koswara. ,Hello Koswara.
429,429_1,Untuk masalah anda bisa disebabkan oleh:   Batu saluran kemih. ,For your problem you can be caused by: urinary tract stones.
429,429_2,Batu ginjal. ,Kidney stones.
429,429_3,Infeksi saluran kemih. ,Urinary tract infection.
429,429_4,Dari kemungkinan tersebut yang paling mendekati adalah batu saluran kemih. ,From this possibility the closest is the urinary tract stone.
429,429_5,Dimana gejalanya seperti berikut ini:   Rasa nyeri saat buang air kecil. ,Where the symptoms are like the following: pain when urinating.
429,429_6,Kencing yang bercampur darah. ,Pargets mixed with blood.
429,429_7,Rasa nyeri yang hilang timbul. ,Pain that is lost arises.
429,429_8,Rasa nyeri yang menjalar. ,Pain that spreads.
429,429_9,Nyeri pada bagian panggul atau perut. ,Pain in the pelvic or stomach.
429,429_10,"Untuk lebih pastinya, anda harus memeriksakan diri ke dokter spesialis urologi. ","For more exactly, you should see a specialist in urology."
429,429_11,Akan ada pemeriksaan lanjutan yang dilakukan seperti USG atau foto rontgen nantinya. ,There will be further examinations carried out such as ultrasound or x -ray photos later.
429,429_12,Batu saluran kemih ini bisa disebabkan karena seringnya menahan kencing dan / atau dikit minum air mineral. ,This urinary tract can be caused by frequent diabetes and / or a little drinking mineral water.
429,429_13,Berikut beberapa hal yang dapat anda lakukan sementara:   Banyak minum air mineral (minimal 2 liter sehari). ,Here are some things you can temporarily do: Drink lots of mineral water (at least 2 liters a day).
429,429_14,Jangan menahan kencing. ,Don't hold urine.
429,429_15,Lakukan lompat - lompat selama 5 menit minimal sebanyak 2 kali sehari (hal ini dimaksudkan untuk mendorong batu saluran kemih yang menghalangi). ,Jump - jump for 5 minutes at least 2 times a day (this is intended to push the urinary tract stones that are blocking).
429,429_16,Diskusi  ini  dapat anda simak juga.,You can see this discussion too.
430,430_0,"Halo,Waalaikumsalam wr wb. ","Hello, Waalaikumsalam Wr Wb."
430,430_1,Bagaimana diagnosis dari dokter penyakit dalam Anda dan apakah Anda sudah minum obat yang diberikan dengan teratur?,How is the diagnosis of your internal medicine doctor and have you taken the medicine given regularly?
430,430_2,"Jika sudah minum obat dengan teratur, Anda dapat kontrol ke dokter Anda berobat tersebut untuk dilakukan evaluasi pengobatan. ","If you have taken medicine regularly, you can control your doctor for treatment for treatment evaluation."
430,430_3,"Jika penyebabnya adalah infeksi saluran kemih, gejala masih tetap ada, pemeriksaan lanjutan seperti kultur. ","If the cause is a urinary tract infection, symptoms still exist, further examination such as culture."
430,430_4,Urin dapat dilakukan oleh dokter pada kasus infeksi saluran kemih yang disebabkan kuman yang sudah kebal terhadap antibiotik tertentu. ,Urine can be done by a doctor in cases of urinary tract infections caused by germs that have been immune to certain antibiotics.
430,430_5,"Anyang - anyangan atau nyeri saat BAK dapat sangat mengganggu aktivitas, akibat Urin yang keluar tidak lancar, dapat muncul gejala perut kembung. ","Anyang - Anyangan or pain when tubs can greatly interfere with activity, due to urine that comes out not smooth, symptoms of flatulence can appear."
430,430_6,Pada tahap penyakit yang lebih berat dapat terjadi penumpukan. ,At a more severe disease stage can occur buildup.
430,430_7,Urin di kandung kemih yang menyebabkan perut terasa nyeri. ,Urine in the bladder that causes the stomach to feel pain.
430,430_8,"Secara umum, anyang - anyangan dapat terjadi pada kondisi berikut ini:   infeksi kandung kemih. ","In general, Anyang - Anyangan can occur in the following conditions: bladder infections."
430,430_9,infeksi ginjal (pielonefritis). ,Kidney infection (pyelonephritis).
430,430_10,infeksi saluran keluar Urin (uretritis). ,Urine exit infection (urethritis).
430,430_11,penyempitan saluran Urin (striktur). ,narrowing of the urine tract (stricture).
430,430_12,batu di saluran kemih. ,Stones in the urinary tract.
430,430_13,"Gejala - gejala yang dapat muncul adalah demam, sering BAK tetapi volume sedikit - sedikit, BAK tidak tuntas, nyeri pada panggul, dan lain – lain. ","Symptoms - symptoms that can appear are fever, often tub but small volumes, tubs are not complete, pain in the pelvis, and others."
430,430_14,"Saat Anda ke dokter, akan dilakukan tanya jawab mengenai gejala dan riwayat penyakit Anda. ","When you go to the doctor, a question and answer will be done about the symptoms and history of your disease."
430,430_15,"Setelah itu, dokter akan melakukan pemeriksaan fisik termasuk nyeri ketok di pinggang kemudian dilakukan pemeriksaan Urin rutin di laboratorium. ","After that, the doctor will do a physical examination including knock pain in the waist and then a routine urine examination in the laboratory."
430,430_16,Dari pemeriksaan tersebut akan diketahui penyebab anyang - anyangan dan diberi pengobatan sesuai penyebabnya. ,From the examination the cause of anyang - Anyangan will be known and given treatment according to the cause.
430,430_17,"Obat yang dapat diberikan adalah antibiotik yang sensitif terhadap kuman penyebab, ataupun tindakan operasi jika perlu. ","Drugs that can be given are antibiotics that are sensitive to germs that cause, or surgery if necessary."
430,430_18,Beberapa hal yang dapat Anda lakukan:   minum air putih dalam jumlah cukup. ,Some things you can do: Drink enough water.
430,430_19,"Segeralah BAK jika ingin BAK, jangan ditahan. ","Immediately BAK if you want to be a tub, don't hold back."
430,430_20,"Bilaslah vagina dari arah depan ke belakang, bukan sebaliknya. ","Rinse the vagina from front to back, not vice versa."
430,430_21,Menghindari penggunaan produk untuk area kewanitaan. ,Avoid using products for the female area.
430,430_22,"Artikel ini memuat lebih lengkap mengenai anyang - anyangan: Nyeri BAK, anyang – anyangan. ","This article contains more complete about Anyang - Anyangan: Bak Pain, Anyang - Anyangan."
430,430_23,"Semoga membantu ya, dr Miranti Iskandar.","Hope it helps, Dr. Miranti Iskandar."
431,431_0,Halo Steffhy. ,Hello Steffhy.
431,431_1,Batu ginjal  atau nephrolithiasis merupakan gangguan saluran kemih berupa pembentukan batu pada ginjal. ,Kidney stones or nephrolithiasis are urinary tract disorders in the form of stone formation in the kidneys.
431,431_2,Ginjal berfungsi untuk menyaring darah kemudian mengeluarkan zat - zat sisa  metabolisme  tubuh dalam bentuk urine / air kencing. ,The kidneys function to filter the blood and then release the body's metabolic substances in the form of urine / urine.
431,431_3,Gejala penyakit batu ginjal adalah sebagai berikut: Kolik renal. ,Symptoms of kidney stone disease are as follows: Renal colic.
431,431_4,"Nyeri hebat yang biasanya dirasakan di pinggang, nyeri bisa mendadak muncul dan sangat mengganggu aktivitas. ","Severe pain that is usually felt in the waist, pain can suddenly appear and very disturbing activity."
431,431_5,Nyeri bisa menjalar ke arah paha atau selangkangan. ,Pain can spread towards the thighs or groin.
431,431_6,Nyeri tidak dipengaruhi oleh aktivitas. ,Pain is not influenced by activity.
431,431_7,"Kencing darah, Urin yang keluar berwarna merah atau normal namun pemeriksaan lab Urin menunjukkan adanya darah (mikroskopik). ","Blood urine, urine that comes out red or normal but the urine lab test shows the presence of blood (microscopic)."
431,431_8,"Rasa nyeri saat berkemih, rasa anyang - anyangan/ sudah kencing tapi tidak merasa tuntas. ","Pain when urinating, Anyang - Anyangan/ has been urinated but does not feel complete."
431,431_9,Mual dan muntah Penanganan batu ginjal dapat dilakukan dengan pemberian obat - obatan pengurang rasa nyeri golongan  NSAID  maupun golongan  morfin  (peresepan hanya oleh dokter). ,Nausea and vomiting for handling kidney stones can be done by administering drugs reducing the pain in the NSAID group or morphine groups (prescribing only by doctors).
431,431_10,"Nyeri pada kolik renal biasanya memang membutuhkan obat pengurang nyeri golongan yang lebih tinggi, yang terkadang dikombinasi dengan obat golongan spasmolitik. ","Pain in renal colic usually does require a higher class pain reduction drug, which is sometimes combined with spasmolytic drugs."
431,431_11,Bila ukuran batu kecil 5 mm masih diharapkan bisa keluar sendiri. ,If the size of a 5 mm small stone is still expected to come out alone.
431,431_12,"Namun, ukuran batu yang besar hanya bisa ditangani dengan operasi maupun tindakan pemecahan batu (ESWL, percutaneous lithotripsy, dan sebagainya). ","However, large stones can only be handled by operation or stone breakdown (ESWL, Percutaneous Lithotripsy, and so on)."
431,431_13,Operasi sectio caesarean (SC) dapat menimbulkan nyeri perut berkepanjangan di beberapa orang. ,Caesarean (SC) sectio surgery can cause prolonged abdominal pain in some people.
431,431_14,Hal ini dapat timbul sebagai: Myofascial pain syndrome. ,This can arise as: Myofascial Pain Syndrome.
431,431_15,Nyeri kronis yang ditimbulkan karena gangguan pada otot akibat jaringan parut yang ditimbulkan setelah operasi. ,Chronic pain caused by disorders of the muscles due to scar tissue caused after surgery.
431,431_16,Pada otot terbentuk seperti band / pengikat yang membuat otot menjadi terlalu  berkontraksi dan tegang. ,The muscles are formed like bands / binders that make the muscles too contract and tense.
431,431_17,"Nyeri saraf, akibat iritasi beberapa saraf di daerah perut dan panggul. ","Nerve pain, due to irritation of some nerves in the abdominal and pelvic area."
431,431_18,"Biasanya nyeri yang dirasakan adalah di sekitar luka operasi, semakin nyeri bila ditekan. ","Usually the pain that is felt is around the surgical wound, the more pain when pressed."
431,431_19,"Untuk mengurangi nyeri kronis setelah operasi SC ada beberapa hal yang dapat dilakukan, antara lain: Lakukan olahraga ringan / stretching atau senam untuk melatih otot pelvis secara rutin. ","To reduce chronic pain after SC surgery there are a number of things that can be done, including: do mild / stretching or exercise to train the pelvic muscles regularly."
431,431_20,Jaga berat badan ideal. ,Take care of ideal body weight.
431,431_21,Mengikuti terapi relaksasi. ,Follow relaxation therapy.
431,431_22,"Kurangi aktivitas mengangkat barang berat, mengedan terlalu kuat. ","Reduce the activity of lifting heavy goods, straining too strong."
431,431_23,"Bila nyeri hebat sekali dan mengganggu aktivitas, sebaiknya memeriksakan diri langsung ke dokter. ","If it hurts so great and interferes with the activity, you should see a doctor directly."
431,431_24,"Penanganan untuk mengurangi nyeri misalnya dengan  akupuntur, blok saraf, pemberian rangsangan listrik, ataupun operasi. ","Handling to reduce pain, for example with acupuncture, nerve blocks, electrical stimulation, or surgery."
431,431_25,"Sekian penjelasan dari saya, semoga bermanfaat.","That's all the explanation from me, hopefully useful."
432,432_0,"Halo Yanti, terima kasih atas pertanyaan Anda. ","Hello Yanti, thank you for your question."
432,432_1,"Pada dasarnya, sakit perut bisa disebabkan oleh beragam penyebab. ","Basically, abdominal pain can be caused by various causes."
432,432_2,"Melalui deskripsi rasa sakit yang muncul, bisa diperkirakan penyebab yang mendasarinya. ","Through a description of the pain that arises, it can be estimated the underlying cause."
